epoch,step,test_accuracy,test_f1,test_loss,test_precision,test_recall,train_loss
0,18,0.6779242157936096,0.6614718437194824,0.6209906935691833,0.706099808216095,0.6221498250961304,
0,18,,,,,,0.6575849652290344
